timestamp,open,high,low,close,symbol
2017-11-06,295.19,305.58,290.11,297.97,
2017-11-07,297.25,303.52,287.0,291.78,
2017-11-08,291.31,320.0,290.02,303.02,
2017-11-09,303.6,329.0,299.5,317.87,
2017-11-10,318.5,322.65,285.82,293.5,
2017-11-11,293.52,318.0,291.91,310.02,
2017-11-12,310.87,316.99,281.01,305.24,
2017-11-13,304.0,318.88,303.7,312.99,
2017-11-14,313.0,337.54,312.94,335.61,
2017-11-15,335.6,339.0,324.0,331.33,
2017-11-16,330.98,334.75,321.41,331.49,
2017-11-17,331.49,334.6,323.84,331.23,
2017-11-18,331.2,349.9,326.01,346.66,
2017-11-19,346.66,373.56,343.07,354.15,
2017-11-20,355.15,372.5,353.9,367.42,
2017-11-21,367.42,375.5,350.02,362.12,
2017-11-22,362.12,384.84,359.0,380.65,
2017-11-23,380.63,425.0,370.02,405.0,
2017-11-24,405.03,475.0,392.8,469.0,
2017-11-25,467.57,484.47,450.0,461.82,
2017-11-26,461.0,465.0,436.14,462.84,
2017-11-27,462.84,486.94,453.0,472.31,
2017-11-28,472.32,477.5,453.5,466.17,
2017-11-29,466.17,515.0,385.0,421.7,
2017-11-30,421.92,460.0,387.01,427.43,
2017-12-01,428.05,465.97,413.74,457.51,
2017-12-02,457.53,471.91,445.0,457.63,
2017-12-03,457.31,485.9,440.11,460.3,
2017-12-04,460.3,470.98,445.0,466.67,
2017-12-05,466.66,468.67,445.21,452.26,
2017-12-06,452.26,455.1,400.0,411.01,
2017-12-07,413.5,427.61,375.01,406.33,
2017-12-08,406.52,456.78,390.0,442.56,
2017-12-09,442.56,488.0,426.4,460.0,
2017-12-10,460.0,460.05,403.2,427.35,
2017-12-11,427.35,512.0,427.35,508.7,
2017-12-12,508.44,639.27,494.89,620.0,
2017-12-13,622.0,705.69,539.93,683.99,
2017-12-14,683.98,747.6,630.5,679.76,
2017-12-15,679.76,689.0,594.6,674.95,
2017-12-16,673.75,712.0,669.22,682.81,
2017-12-17,681.8,728.0,680.33,707.64,
2017-12-18,707.62,798.88,638.0,784.0,
2017-12-19,784.0,864.9,729.01,798.0,
2017-12-20,798.0,828.0,661.0,790.21,
2017-12-21,794.62,845.99,705.98,782.41,
2017-12-22,784.0,796.0,504.99,635.97,
2017-12-23,635.15,714.99,627.97,640.34,
2017-12-24,640.33,667.64,563.49,658.0,
2017-12-25,659.4,744.0,599.99,714.95,
2017-12-26,713.12,750.0,712.56,750.0,
2017-12-27,750.0,766.05,693.18,739.89,
2017-12-28,739.89,744.93,645.88,707.89,
2017-12-29,709.5,757.87,703.0,733.99,
2017-12-30,732.9,735.0,635.82,681.06,
2017-12-31,680.01,740.0,672.86,733.98,
2018-01-01,733.01,763.55,716.8,754.99,
2018-01-02,754.99,899.5,749.06,855.28,
2018-01-03,855.13,950.01,810.0,934.03,
2018-01-04,934.03,1009.72,890.01,940.0,
2018-01-05,940.0,1045.0,930.0,959.3,
2018-01-06,958.0,1017.56,950.0,1004.11,
2018-01-07,1003.71,1125.0,999.9,1123.09,
2018-01-08,1123.09,1239.18,910.0,1133.18,
2018-01-09,1133.18,1326.5,1104.85,1291.0,
2018-01-10,1291.0,1440.0,1201.1,1247.0,
2018-01-11,1249.03,1332.49,1021.0,1138.93,
2018-01-12,1136.45,1288.5,1069.01,1253.87,
2018-01-13,1253.87,1427.01,1252.0,1388.02,
2018-01-14,1388.1,1391.89,1220.89,1347.0,
2018-01-15,1347.99,1383.13,1258.12,1271.0,
2018-01-16,1268.67,1275.01,780.0,1000.0,
2018-01-17,999.99,1075.51,755.0,1000.0,
2018-01-18,1000.0,1075.2,924.21,994.0,
2018-01-19,993.3,1079.0,941.0,1032.5,
2018-01-20,1032.5,1165.4,1031.0,1152.75,
2018-01-21,1150.37,1152.69,998.0,1049.0,
2018-01-22,1049.0,1090.15,908.0,993.0,
2018-01-23,993.0,1030.0,909.0,980.0,
2018-01-24,981.2,1074.0,953.09,1061.0,
2018-01-25,1060.34,1115.0,1030.26,1056.52,
2018-01-26,1055.29,1082.0,986.0,1051.03,
2018-01-27,1051.03,1127.99,1032.2,1118.99,
2018-01-28,1118.99,1277.0,1112.0,1251.96,
2018-01-29,1251.96,1258.89,1161.65,1177.01,
2018-01-30,1177.01,1186.85,1051.0,1085.5,
2018-01-31,1084.63,1135.0,1029.0,1124.81,
2018-02-01,1125.96,1164.99,981.0,1041.94,
2018-02-02,1041.89,1047.2,783.67,922.3,
2018-02-03,923.67,998.0,851.0,971.0,
2018-02-04,971.0,975.0,789.0,823.56,
2018-02-05,821.6,862.47,634.94,697.92,
2018-02-06,697.93,798.0,570.1,779.25,
2018-02-07,779.99,849.0,714.18,754.0,
2018-02-08,753.19,786.93,751.0,781.66,
2018-02-09,781.66,882.2,781.66,877.0,
2018-02-10,876.3,911.2,800.0,851.15,
2018-02-11,851.15,857.0,768.28,808.99,
2018-02-12,808.58,877.56,807.46,866.66,
2018-02-13,866.39,871.0,820.0,841.57,
2018-02-14,841.57,924.99,841.3,919.09,
2018-02-15,919.09,946.66,895.59,924.55,
2018-02-16,924.55,948.48,901.36,938.67,
2018-02-17,938.6,974.0,933.48,969.99,
2018-02-18,969.99,978.5,897.0,911.0,
2018-02-19,911.0,956.22,906.04,938.11,
2018-02-20,939.17,961.0,873.0,882.99,
2018-02-21,882.99,908.88,812.87,835.89,
2018-02-22,836.35,871.96,786.6,801.49,
2018-02-23,801.47,885.0,785.99,851.6,
2018-02-24,851.59,875.0,805.0,833.94,
2018-02-25,833.92,849.5,813.18,841.19,
2018-02-26,841.46,882.0,833.0,867.98,
2018-02-27,867.98,897.49,860.69,870.11,
2018-02-28,871.84,891.0,850.3,853.5,
2018-03-01,853.5,879.96,848.65,870.63,
2018-03-02,870.63,876.22,850.0,856.28,
2018-03-03,856.27,870.78,852.3,856.02,
2018-03-04,856.51,868.0,836.24,866.66,
2018-03-05,866.61,871.75,847.2,849.84,
2018-03-06,849.81,853.18,803.01,813.11,
2018-03-07,813.31,826.2,718.4,749.9,
2018-03-08,749.02,772.07,684.0,695.46,
2018-03-09,695.48,727.92,640.0,723.71,
2018-03-10,723.65,745.0,673.06,680.58,
2018-03-11,680.58,735.0,659.15,720.85,
2018-03-12,721.0,740.5,676.31,697.11,
2018-03-13,696.52,713.76,680.0,689.94,
2018-03-14,690.16,703.54,585.0,610.1,
2018-03-15,610.1,621.12,570.0,608.83,
2018-03-16,608.83,625.3,584.15,599.05,
2018-03-17,599.03,609.26,544.0,546.95,
2018-03-18,547.98,560.0,450.0,537.0,
2018-03-19,537.39,560.0,515.8,556.88,
2018-03-20,556.88,567.87,515.0,557.0,
2018-03-21,557.0,590.52,545.11,559.17,
2018-03-22,559.15,578.6,516.0,539.92,
2018-03-23,539.78,544.72,506.71,543.03,
2018-03-24,543.2,545.99,518.63,520.22,
2018-03-25,521.17,536.0,512.0,523.74,
2018-03-26,523.95,527.67,465.56,485.0,
2018-03-27,485.0,491.55,446.0,448.5,
2018-03-28,448.5,466.0,440.14,446.67,
2018-03-29,446.07,449.43,380.0,384.0,
2018-03-30,383.87,412.04,366.0,392.43,
2018-03-31,392.4,419.4,388.52,393.92,
2018-04-01,393.93,399.91,356.9,378.58,
2018-04-02,378.58,394.87,375.0,385.05,
2018-04-03,385.0,419.08,380.13,415.01,
2018-04-04,415.0,416.5,370.0,378.16,
2018-04-05,378.15,387.03,365.61,381.22,
2018-04-06,381.56,385.91,362.54,368.89,
2018-04-07,368.89,394.75,368.28,384.51,
2018-04-08,384.51,404.05,384.0,400.4,
2018-04-09,400.4,431.99,387.1,399.44,
2018-04-10,399.25,418.68,391.4,416.07,
2018-04-11,415.53,433.54,410.38,429.52,
2018-04-12,429.9,499.0,412.88,495.67,
2018-04-13,494.3,530.0,480.22,495.11,
2018-04-14,494.69,515.0,485.58,502.68,
2018-04-15,502.68,535.0,502.51,533.88,
2018-04-16,533.88,538.0,497.31,511.46,
2018-04-17,512.09,521.2,500.02,502.56,
2018-04-18,502.56,526.99,501.12,526.09,
2018-04-19,526.49,571.61,521.03,568.14,
2018-04-20,568.14,622.17,556.5,617.09,
2018-04-21,616.8,624.5,570.23,604.87,
2018-04-22,604.87,643.49,589.0,620.92,
2018-04-23,620.67,649.11,618.02,645.09,
2018-04-24,644.58,712.99,643.76,701.58,
2018-04-25,701.16,703.3,593.83,618.0,
2018-04-26,617.73,666.19,600.0,661.51,
2018-04-27,661.51,686.82,635.73,643.46,
2018-04-28,643.41,694.9,638.76,682.86,
2018-04-29,683.5,700.49,665.28,690.85,
2018-04-30,690.85,695.3,662.2,670.78,
2018-05-01,670.78,675.6,627.58,672.0,
2018-05-02,671.99,691.99,663.0,688.56,
2018-05-03,688.55,792.08,685.39,779.0,
2018-05-04,779.0,810.0,756.91,785.99,
2018-05-05,785.8,832.66,781.56,819.5,
2018-05-06,819.5,839.99,752.49,794.3,
2018-05-07,794.3,799.14,701.0,752.49,
2018-05-08,753.0,777.0,720.02,748.99,
2018-05-09,748.99,760.74,710.26,751.75,
2018-05-10,752.4,769.88,720.0,722.52,
2018-05-11,722.52,737.23,663.0,676.96,
2018-05-12,676.96,690.2,633.2,684.11,
2018-05-13,684.56,742.0,666.31,729.08,
2018-05-14,729.08,743.9,686.0,727.49,
2018-05-15,727.49,740.0,695.0,704.91,
2018-05-16,704.91,712.84,673.52,706.29,
2018-05-17,706.8,719.25,662.0,667.62,
2018-05-18,667.62,694.9,656.0,692.6,
2018-05-19,693.26,717.8,682.31,697.0,
2018-05-20,697.0,729.88,688.4,716.16,
2018-05-21,716.16,720.46,688.0,696.7,
2018-05-22,697.1,699.6,637.32,640.99,
2018-05-23,640.86,669.0,560.0,577.19,
2018-05-24,577.19,612.1,550.0,602.18,
2018-05-25,602.08,617.46,568.7,585.55,
2018-05-26,585.56,607.62,578.32,586.0,
2018-05-27,586.03,592.0,557.43,570.4,
2018-05-28,570.81,576.2,506.11,511.5,
2018-05-29,511.5,573.43,510.0,567.36,
2018-05-30,567.09,585.83,541.2,557.19,
2018-05-31,557.87,586.73,552.98,577.81,
2018-06-01,577.81,590.26,564.93,579.0,
2018-06-02,579.0,599.17,572.9,590.85,
2018-06-03,590.85,628.81,590.1,619.66,
2018-06-04,619.66,625.47,580.15,591.02,
2018-06-05,591.02,614.0,570.36,609.05,
2018-06-06,609.29,613.35,593.4,607.4,
2018-06-07,606.68,618.0,598.24,605.16,
2018-06-08,605.2,608.45,593.33,598.68,
2018-06-09,599.29,608.97,591.0,592.87,
2018-06-10,592.44,592.87,501.13,524.11,
2018-06-11,524.64,535.51,508.66,531.69,
2018-06-12,531.08,538.88,482.0,493.0,
2018-06-13,493.0,501.97,449.06,475.47,
2018-06-14,475.47,529.0,460.0,519.29,
2018-06-15,519.3,521.0,481.62,487.48,
2018-06-16,487.47,503.28,483.72,496.74,
2018-06-17,496.45,507.6,492.7,497.14,
2018-06-18,497.15,524.48,487.27,517.95,
2018-06-19,517.77,548.2,510.01,537.97,
2018-06-20,537.68,542.02,515.08,536.49,
2018-06-21,536.34,544.98,521.11,526.18,
2018-06-22,526.32,526.44,450.0,462.09,
2018-06-23,462.4,481.0,455.0,473.41,
2018-06-24,473.4,475.81,419.53,454.41,
2018-06-25,454.29,474.47,444.37,458.7,
2018-06-26,459.04,460.81,429.0,429.34,
2018-06-27,429.81,445.95,420.19,441.64,
2018-06-28,441.36,443.96,416.45,420.22,
2018-06-29,420.48,442.0,404.48,434.77,
2018-06-30,434.77,463.15,434.51,454.09,
2018-07-01,454.2,457.77,443.73,452.1,
2018-07-02,452.14,481.83,444.16,476.25,
2018-07-03,476.32,486.98,457.0,461.82,
2018-07-04,461.78,482.7,458.02,467.38,
2018-07-05,467.19,480.0,458.8,467.87,
2018-07-06,467.79,476.0,451.29,470.47,
2018-07-07,470.48,487.99,461.5,485.57,
2018-07-08,485.57,495.98,482.05,486.77,
2018-07-09,486.55,488.98,468.2,471.71,
2018-07-10,471.73,473.23,427.69,432.48,
2018-07-11,432.55,452.69,424.2,444.99,
2018-07-12,444.99,445.36,416.94,431.14,
2018-07-13,431.14,442.47,424.62,432.46,
2018-07-14,432.43,440.0,428.26,433.19,
2018-07-15,433.2,455.0,430.52,449.78,
2018-07-16,449.79,480.57,444.03,478.49,
2018-07-17,478.49,512.0,465.29,498.76,
2018-07-18,498.89,515.47,468.01,479.41,
2018-07-19,479.4,484.15,462.57,468.57,
2018-07-20,468.7,471.02,440.0,449.04,
2018-07-21,449.04,468.97,441.18,460.23,
2018-07-22,460.23,472.2,454.19,457.47,
2018-07-23,457.47,469.82,447.11,450.05,
2018-07-24,450.05,484.27,448.47,479.28,
2018-07-25,479.24,485.77,464.0,472.1,
2018-07-26,472.11,485.0,460.0,462.64,
2018-07-27,462.17,474.0,455.84,470.09,
2018-07-28,470.09,472.0,460.82,469.29,
2018-07-29,468.44,472.0,461.6,466.4,
2018-07-30,466.4,469.79,446.1,456.23,
2018-07-31,456.19,457.3,427.0,432.22,
2018-08-01,432.2,434.99,406.55,420.41,
2018-08-02,420.37,425.52,407.43,410.62,
2018-08-03,410.62,420.01,396.61,417.52,
2018-08-04,417.58,419.53,401.86,407.21,
2018-08-05,407.21,413.24,400.16,408.79,
2018-08-06,408.77,413.28,397.08,405.28,
2018-08-07,405.19,412.76,369.19,378.21,
2018-08-08,378.2,380.42,347.25,355.48,
2018-08-09,355.48,369.9,350.51,363.3,
2018-08-10,363.21,365.87,325.95,331.81,
2018-08-11,331.88,332.98,304.45,317.69,
2018-08-12,317.49,327.13,313.42,317.89,
2018-08-13,317.96,321.99,280.68,283.81,
2018-08-14,283.81,283.81,250.0,278.41,
2018-08-15,278.47,304.45,276.3,281.12,
2018-08-16,281.46,298.6,277.55,287.17,
2018-08-17,286.84,318.0,285.0,317.51,
2018-08-18,317.51,321.33,281.79,294.11,
2018-08-19,294.1,307.4,288.2,299.42,
2018-08-20,299.3,304.04,269.5,270.51,
2018-08-21,270.51,285.9,269.7,281.21,
2018-08-22,281.09,298.89,259.5,270.8,
2018-08-23,270.68,280.3,267.55,275.99,
2018-08-24,276.06,283.1,270.22,281.19,
2018-08-25,281.05,282.71,275.99,277.55,
2018-08-26,277.54,277.91,268.69,274.29,
2018-08-27,274.17,288.15,271.59,287.71,
2018-08-28,287.71,298.0,282.66,295.44,
2018-08-29,295.44,297.0,283.55,288.4,
2018-08-30,288.35,291.0,271.88,283.89,
2018-08-31,283.9,289.0,276.59,281.41,
2018-09-01,281.46,302.0,281.34,295.71,
2018-09-02,295.8,299.33,288.87,295.41,
2018-09-03,295.51,296.62,285.99,289.09,
2018-09-04,289.09,292.64,283.0,285.3,
2018-09-05,285.18,287.62,227.0,228.53,
2018-09-06,228.28,233.19,212.0,229.7,
2018-09-07,229.73,234.69,213.5,215.22,
2018-09-08,215.19,220.2,190.01,196.71,
2018-09-09,196.87,208.6,185.02,195.81,
2018-09-10,196.13,203.42,187.1,197.15,
2018-09-11,197.22,200.2,176.16,185.18,
2018-09-12,185.14,185.22,167.32,183.12,
2018-09-13,183.17,215.0,183.15,210.68,
2018-09-14,210.91,224.2,202.6,208.82,
2018-09-15,208.55,227.42,207.64,221.29,
2018-09-16,221.62,223.5,208.1,220.17,
2018-09-17,220.24,225.0,192.4,196.16,
2018-09-18,196.25,215.47,193.47,208.17,
2018-09-19,208.42,214.84,197.58,209.79,
2018-09-20,209.79,226.68,205.56,224.0,
2018-09-21,224.0,252.11,220.66,247.73,
2018-09-22,247.67,255.13,232.7,241.01,
2018-09-23,241.01,249.73,237.0,244.5,
2018-09-24,244.54,246.2,225.3,228.06,
2018-09-25,228.06,228.1,203.61,219.62,
2018-09-26,219.5,223.6,207.5,214.42,
2018-09-27,214.38,234.0,205.01,229.13,
2018-09-28,229.1,234.42,215.53,221.84,
2018-09-29,221.89,237.77,214.18,231.62,
2018-09-30,231.62,239.0,226.5,232.94,
2018-10-01,233.04,235.88,224.46,231.61,
2018-10-02,231.62,232.51,223.37,225.69,
2018-10-03,225.7,226.43,216.51,220.77,
2018-10-04,220.67,227.16,219.49,222.66,
2018-10-05,222.66,231.75,219.35,228.37,
2018-10-06,228.36,228.86,223.15,225.4,
2018-10-07,225.39,227.75,221.48,226.14,
2018-10-08,226.26,232.7,224.21,230.01,
2018-10-09,230.01,231.02,226.56,228.4,
2018-10-10,228.4,228.78,224.05,226.74,
2018-10-11,226.7,226.91,189.01,191.58,
2018-10-12,191.55,201.87,190.04,196.96,
2018-10-13,196.96,202.78,196.27,201.3,
2018-10-14,201.39,203.56,194.33,197.01,
2018-10-15,196.84,239.0,194.6,214.39,
2018-10-16,214.39,219.95,211.55,215.09,
2018-10-17,215.2,216.99,210.0,212.85,
2018-10-18,212.9,215.3,203.53,206.24,
2018-10-19,206.25,208.0,204.21,205.0,
2018-10-20,205.1,209.69,203.57,207.91,
2018-10-21,207.91,211.99,206.74,207.49,
2018-10-22,207.46,209.3,205.0,206.67,
2018-10-23,206.67,207.8,202.14,205.85,
2018-10-24,205.85,207.95,204.73,205.35,
2018-10-25,205.35,205.94,202.88,203.93,
2018-10-26,203.84,209.0,203.0,204.92,
2018-10-27,204.92,206.15,203.09,204.45,
2018-10-28,204.45,205.94,203.62,204.99,
2018-10-29,204.99,205.49,195.28,196.96,
2018-10-30,196.95,198.6,195.91,197.27,
2018-10-31,197.24,201.45,193.01,198.73,
2018-11-01,198.7,200.95,197.88,199.96,
2018-11-02,199.93,203.74,199.34,202.35,
2018-11-03,202.31,202.69,198.59,200.31,
2018-11-04,200.27,218.76,199.0,212.11,
2018-11-05,212.13,213.39,207.62,210.66,
2018-11-06,210.64,221.25,209.11,220.74,
2018-11-07,220.77,224.8,217.01,219.07,
2018-11-08,219.06,220.78,212.49,212.79,
2018-11-09,212.79,215.51,209.1,210.77,
2018-11-10,210.78,215.55,209.02,213.25,
2018-11-11,213.27,213.99,209.0,212.54,
2018-11-12,212.6,214.22,210.9,212.89,
2018-11-13,212.91,213.8,209.2,209.84,
2018-11-14,209.84,210.3,176.16,187.43,
2018-11-15,187.43,190.0,170.99,184.35,
2018-11-16,184.35,185.0,173.0,176.89,
2018-11-17,176.93,177.91,173.94,176.2,
2018-11-18,176.2,182.94,176.1,178.97,
2018-11-19,179.04,179.33,146.47,150.81,
2018-11-20,150.76,154.7,126.95,133.82,
2018-11-21,133.68,142.01,127.15,138.23,
2018-11-22,138.36,140.4,125.64,126.63,
2018-11-23,126.58,128.9,118.56,125.02,
2018-11-24,125.0,130.81,112.32,114.89,
2018-11-25,114.83,122.35,102.95,118.67,
2018-11-26,118.65,121.5,106.41,110.68,
2018-11-27,110.66,114.31,102.36,111.43,
2018-11-28,111.38,126.8,111.37,122.9,
2018-11-29,122.88,124.0,114.78,117.98,
2018-11-30,117.99,120.26,111.09,113.73,
2018-12-01,113.71,120.8,111.35,118.1,
2018-12-02,118.09,120.73,116.0,116.57,
2018-12-03,116.63,116.96,106.7,108.76,
2018-12-04,108.76,113.2,106.0,109.94,
2018-12-05,109.92,110.58,102.38,102.71,
2018-12-06,102.73,104.68,90.2,91.0,
2018-12-07,91.18,96.9,82.07,93.05,
2018-12-08,93.06,98.0,84.55,90.38,
2018-12-09,90.39,98.7,88.63,93.26,
2018-12-10,93.26,95.21,88.11,89.91,
2018-12-11,89.88,91.65,85.83,87.76,
2018-12-12,87.77,91.31,86.63,89.41,
2018-12-13,89.39,90.71,84.71,86.34,
2018-12-14,86.35,87.25,82.2,83.82,
2018-12-15,83.82,85.0,81.79,83.76,
2018-12-16,83.75,87.64,83.73,84.67,
2018-12-17,84.68,97.0,84.4,94.02,
2018-12-18,94.03,101.3,91.34,100.39,
2018-12-19,100.39,107.55,97.75,98.74,
2018-12-20,98.73,116.0,97.88,114.05,
2018-12-21,113.71,118.0,104.76,107.69,
2018-12-22,107.67,115.5,105.38,115.2,
2018-12-23,115.18,131.94,114.91,129.03,
2018-12-24,129.03,157.67,128.8,138.03,
2018-12-25,138.01,139.26,119.68,127.6,
2018-12-26,127.61,135.32,122.51,129.35,
2018-12-27,129.35,131.09,111.22,113.8,
2018-12-28,113.75,136.66,111.87,135.3,
2018-12-29,135.3,145.42,128.5,132.89,
2018-12-30,133.0,139.0,127.03,137.77,
2018-12-31,137.81,138.66,128.7,131.45,
2019-01-01,131.45,140.67,130.0,139.1,
2019-01-02,139.1,155.37,137.76,152.01,
2019-01-03,152.01,153.64,143.11,146.3,
2019-01-04,146.3,154.8,143.54,151.97,
2019-01-05,152.08,159.26,151.2,152.83,
2019-01-06,152.83,157.4,147.51,153.86,
2019-01-07,153.89,155.48,147.86,149.34,
2019-01-08,149.29,151.65,145.2,147.6,
2019-01-09,147.62,151.5,146.77,148.1,
2019-01-10,148.11,149.45,121.0,124.95,
2019-01-11,124.96,127.36,120.08,124.65,
2019-01-12,124.67,126.19,122.0,123.35,
2019-01-13,123.35,124.25,111.87,114.16,
2019-01-14,114.17,130.05,113.94,126.95,
2019-01-15,126.95,129.4,116.0,118.95,
2019-01-16,118.93,126.88,118.52,121.48,
2019-01-17,121.49,122.99,116.8,121.54,
2019-01-18,121.56,121.98,117.66,119.17,
2019-01-19,119.16,125.29,119.14,122.6,
2019-01-20,122.61,123.32,115.68,117.47,
2019-01-21,117.56,118.5,113.61,115.63,
2019-01-22,115.62,119.49,111.39,117.81,
2019-01-23,117.8,118.95,114.8,116.44,
2019-01-24,116.4,117.15,113.61,116.39,
2019-01-25,116.4,117.5,114.3,115.11,
2019-01-26,115.13,118.0,115.0,115.34,
2019-01-27,115.32,116.15,111.04,112.05,
2019-01-28,112.04,112.87,100.91,105.5,
2019-01-29,105.49,106.61,102.22,104.45,
2019-01-30,104.41,109.8,103.45,108.29,
2019-01-31,108.29,110.61,105.46,106.44,
2019-02-01,106.47,108.35,103.77,106.73,
2019-02-02,106.71,111.15,106.07,110.42,
2019-02-03,110.41,111.11,105.82,107.36,
2019-02-04,107.33,109.3,106.57,107.68,
2019-02-05,107.65,108.18,106.47,107.27,
2019-02-06,107.28,107.83,101.21,104.5,
2019-02-07,104.49,106.18,103.82,104.48,
2019-02-08,104.48,123.0,103.41,119.25,
2019-02-09,119.32,121.99,117.64,119.19,
2019-02-10,119.19,126.49,115.81,125.12,
2019-02-11,125.12,125.28,119.24,120.89,
2019-02-12,120.88,123.89,118.18,122.41,
2019-02-13,122.4,126.47,120.7,121.86,
2019-02-14,121.86,124.5,120.1,120.42,
2019-02-15,120.47,124.25,120.19,121.67,
2019-02-16,121.66,124.99,121.54,122.67,
2019-02-17,122.67,135.61,122.43,133.75,
2019-02-18,133.77,148.3,132.42,145.69,
2019-02-19,145.69,150.0,142.36,143.44,
2019-02-20,143.45,149.52,139.6,148.44,
2019-02-21,148.42,149.61,142.7,145.69,
2019-02-22,145.68,148.85,143.85,147.36,
2019-02-23,147.4,159.6,145.78,157.79,
2019-02-24,157.75,166.0,131.7,132.1,
2019-02-25,132.1,141.55,131.89,137.87,
2019-02-26,137.88,138.41,133.72,136.22,
2019-02-27,136.22,140.29,126.84,135.02,
2019-02-28,135.03,139.0,132.1,135.34,
2019-03-01,135.32,137.95,134.9,135.32,
2019-03-02,135.32,136.12,130.03,132.56,
2019-03-03,132.54,134.6,128.01,130.6,
2019-03-04,130.6,131.11,122.6,125.65,
2019-03-05,125.68,137.84,125.19,136.72,
2019-03-06,136.71,140.29,133.33,137.4,
2019-03-07,137.37,140.2,135.2,136.81,
2019-03-08,136.82,139.34,130.62,133.52,
2019-03-09,133.51,138.65,132.93,137.27,
2019-03-10,137.27,137.5,134.0,135.37,
2019-03-11,135.37,136.15,131.0,132.67,
2019-03-12,132.67,135.3,130.77,133.57,
2019-03-13,133.62,133.65,130.58,131.65,
2019-03-14,131.69,135.11,128.52,132.2,
2019-03-15,132.24,137.62,132.18,136.56,
2019-03-16,136.6,144.47,136.51,140.92,
2019-03-17,140.94,141.07,137.2,138.67,
